URLs successfully downloaded, Size in kilobytes, # outlinks found, Content-type
https://www.dailymail.co.uk/news/article-4024260/El-Chapo-s-henchmen-dug-TWO-tunnels-spring-prison-got-wrong-cell-attempt.html?ns_mchannel=rss&amp,554,1031,text/html
https://www.dailymail.co.uk/news/article-3733292/Mexico-beauty-pageant-director-kidnapped-shot-dead-targeted-attack-hours-crowing-new-winner.html,545,1030,text/html
https://www.dailymail.co.uk/news/article-6696233/amp/Ex-boyfriend-woman-body-bound-suitcase-arrested.html?ico=amp_articleRelated,275,766,text/html
https://www.dailymail.co.uk/news/article-6623135/amp/The-EU-WONT-sign-Brexit-delay-unless-MPs-agree-way-forward-warns-Barnier.html,266,764,text/html
https://www.dailymail.co.uk/news/article-6695381/The-Waltons-husband-wife-love-screen-worried-things-messy.html?ico=amp-comments-addcomment,542,990,text/html
https://www.dailymail.co.uk/news/article-6612195/Nine-year-old-girl-named-Queenie-reveals-hero-grandfather-helped-rescue-Prince-Philip-97.html?ico=amp-comments-viewall,521,986,text/html
https://www.dailymail.co.uk/news/article-3485570/Mexican-officials-wanted-hand-actress-Kate-del-Castillo-met-drugs-lord-El-Chapo-following-escape-jail.html?ns_mchannel=rss&amp,545,1032,text/html
https://www.dailymail.co.uk/news/article-4998868/Sean-Penn-trying-block-Netflix-doco-El-Chapo.html,546,1031,text/html
https://www.dailymail.co.uk/news/article-6573241/Man-50-wrongfully-convicted-murder-death-row-freed-25-years-later.html,512,987,text/html
https://www.dailymail.co.uk/news/article-6696705/I-hope-Ive-better-person-Aziz-Ansari-finally-addresses-sexual-misconduct-claims.html?ico=amp-comments-viewall,519,983,text/html
https://www.dailymail.co.uk/news/article-6390295/El-Chapo-jurors-shown-video-tour-Mexico-Arizona-tunnel.html?ns_mchannel=rss&amp,540,990,text/html
https://www.dailymail.co.uk/news/article-3746155/amp/The-moment-armed-men-stormed-upmarket-restaurant-kidnapped-El-Chapo-s-son-29-gunpoint-five-members-Sinaloa-Cartel.html,295,763,text/html
https://www.dailymail.co.uk/news/article-6683001/Governments-Help-Buy-scheme-used-17-000-leasehold-purchases.html,510,978,text/html
https://www.dailymail.co.uk/news/article-6328953/Budget-NHS-25BN-year-cash-injection-mental-health-services-boost.html,518,981,text/html
https://www.dailymail.co.uk/news/article-3222298/Is-El-Chapo-hiding-Costa-Rica-Net-closes-world-s-wanted-drug-lord-hapless-son-forgets-switch-location-data-Twitter-picture.html?ns_mchannel=rss&amp,561,1032,text/html
https://www.dailymail.co.uk/news/article-6327271/Meghan-Markle-comforts-shy-five-year-old-Kiwi-boy-broke-tears-meeting-royal-couple-cafe.html,176,186,text/html
https://www.dailymail.co.uk/news/article-6576633/China-mobilises-supersonic-nuke-missile-admiral-urged-Beijing-sink-U-S-aircraft-carriers.html,528,989,text/html
https://www.dailymail.co.uk/news/article-4680592/amp/Alleged-drug-trafficker-ties-El-Chapo-arrested.html,263,765,text/html
https://www.dailymail.co.uk/news/article-6665387/amp/Virginia-gov-resists-resignation-call-blackface-photo.html?ico=amp_articleRelated,275,763,text/html
https://www.dailymail.co.uk/news/article-3159591/Beauty-queen-wife-2-5m-escape-plot-LOT-experience-tunnelling-secrets-Mexican-drugs-kingpin-El-Chapo-never-found.html?ns_mchannel=rss&amp,576,1037,text/html
https://www.dailymail.co.uk/news/article-3457879/We-t-look-survivors-eye-don-t-follow-lead-FBI-director-pens-open-letter-Apple-San-Bernardino-phone.html,563,1037,text/html
https://www.dailymail.co.uk/news/article-6320061/Prince-Harry-makes-impassioned-plea-protect-environment.html,520,988,text/html
https://www.dailymail.co.uk/news/article-6612233/amp/The-Queen-braves-cold-arrives-church.html?ico=amp_articleRelated,280,764,text/html
https://www.dailymail.co.uk/news/article-3391370/El-Chapo-sent-jail-escaped-Notorious-drug-lord-captured-deadly-shootout-dropped-maximum-security-prison-tunneled-six-months-ago.html?ns_mchannel=rss&amp,348,290,text/html
https://www.dailymail.co.uk/news/article-6616381/amp/Brexit-Britain-pace-biggest-economies-Europe.html,267,766,text/html
https://www.dailymail.co.uk/news/article-6558395/Woman-desperate-baby-loiters-maternity-hospital-stealing-newborn-ward.html,518,989,text/html
https://www.dailymail.co.uk/news/article-3494955/CIA-ignored-intelligence-ISIS-2013-halted-rise-handful-recruits-Syrian-rebel-spy-chief-claims.html,547,1032,text/html
https://www.dailymail.co.uk/news/article-3439160/Mexican-drug-lord-El-Chapo-plead-guilty-United-States-prosecutors-agree-spare-brutal-conditions-maximum-security-prison.html?ns_mchannel=rss&amp,544,1027,text/html
https://www.dailymail.co.uk/news/article-3458252/amp/Drug-lord-Joaquin-El-Chapo-Guzman-trying-bribe-officers-arrested-Mexican-marines-burst-motel-official-claims.html,273,767,text/html
https://www.dailymail.co.uk/news/article-6700553/BAFTA-nominated-director-Stephen-Fingleton-CLEARED-sexually-assaulting-actress.html?ico=amp-comments-viewall,512,979,text/html
https://www.dailymail.co.uk/news/article-3398647/I-look-forward-sharing-story-Actress-Kate-del-Castillo-finally-breaks-silence-El-Chapo-s-revealed-flirty-text-messages-drug-lord-led-directly-capture.html?ns_mchannel=rss&amp,578,1048,text/html
https://www.dailymail.co.uk/news/article-6292113/Harry-Meghan-return-Sydney-head-Bondi-Beach.html,344,304,text/html
https://www.dailymail.co.uk/news/article-4679860/American-woman-s-family-goes-Galapagos-probe-death.html,539,1027,text/html
https://www.dailymail.co.uk/news/article-5882167/Design-Chinas-aircraft-carrier-accidentally-revealed-promotional-photo.html,516,988,text/html
https://www.dailymail.co.uk/news/article-3494850/Pedophile-Subway-pitchman-Jared-Fogle-beaten-prison-inmate-hatred-child-molesters.html,550,1029,text/html
https://www.dailymail.co.uk/news/article-3274420/El-Chapo-cornered-rugged-mountains-Mexico-soldiers-drug-agents-located-cell-phone-tracked-Report.html?ns_mchannel=rss&amp,566,1034,text/html
https://www.dailymail.co.uk/news/article-6138483/Putin-uses-sensory-room-stave-DEPRESSION-claims-Russian-magazine.html,512,982,text/html
https://www.dailymail.co.uk/news/article-6691195/Boris-Johnson-backs-calls-UK-foreign-aid-redirected.html,508,981,text/html
https://www.dailymail.co.uk/news/article-6611205/amp/Mother-two-broke-wrist-Sandringham-car-crash-says-Prince-Philip-NOT-said-sorry.html?ico=amp_articleRelated,289,765,text/html
https://www.dailymail.co.uk/news/article-6454115/amp/Sajid-Javid-reveals-targeted-racist-bullies-school-like-waterboarded-Syrian-refugee.html,266,762,text/html
https://www.dailymail.co.uk/news/article-6694263/amp/Man-allegedly-shot-dead-wife-baby-withdrawn-bar-hours-before.html?ico=amp_articleRelated,282,763,text/html
https://www.dailymail.co.uk/news/article-3498789/amp/I-like-risk-Mexican-actress-Kate-Del-Castillo-secretly-met-El-Chapo-speaks-jungle-encounter-reveals-s-angry-Sean-Penn.html,274,761,text/html
https://www.dailymail.co.uk/news/article-3440348/Pictured-Moment-woman-accused-El-Chapo-s-financial-operator-La-Patrona-arrested-Mexico-drug-trafficking-charges.html?ns_mchannel=rss&amp,543,1026,text/html
https://www.dailymail.co.uk/news/article-2565876/Caught-throes-passion-Worlds-wanted-drug-lord-hotel-room-woman-marines-daring-dawn-raid-captured-head-deadly-cartel.html?ns_mchannel=rss&amp,569,1043,text/html
https://www.dailymail.co.uk/news/article-6427587/Meghan-Harrys-secret-plans-new-cosy-Windsor-cottage-hidden-taxpayers.html,520,989,text/html
https://www.dailymail.co.uk/news/article-3432203/Mexico-Actress-sought-questioning-El-Chapo.html,552,1028,text/html
https://www.dailymail.co.uk/news/article-6319885/Meghan-dazzles-stunning-gown-Sydney-awards-ceremony.html,336,291,text/html
https://www.dailymail.co.uk/news/article-4024260/amp/El-Chapo-s-henchmen-dug-TWO-tunnels-spring-prison-got-wrong-cell-attempt.html,269,765,text/html
https://www.dailymail.co.uk/news/article-6691993/amp/Michel-Barnier-vows-EU-WONT-ground-Brexit-deal.html,272,767,text/html
https://www.dailymail.co.uk/news/article-6699751/Dog-groomer-caught-CCTV-holding-squirming-pet-scruff-neck.html,519,984,text/html
https://www.dailymail.co.uk/news/article-6540585/Couple-forced-return-home-just-one-grandchildren-vow-grandson.html,516,979,text/html
https://www.dailymail.co.uk/news/article-3160913/El-Chapo-s-ride-freedom-pictures-motorbike-rails-Mexican-drugs-lord-used-tunnel-escape-prison-paid-50m-bribes.html?ns_mchannel=rss&amp,588,1051,text/html
https://www.dailymail.co.uk/news/article-3495252/Violent-brawl-inside-Oklahoma-prison-captured-video-shows-one-inmate-thrown-rail-floor-concrete-floor-below.html,545,1028,text/html
https://www.dailymail.co.uk/news/article-6619781/amp/Theresa-hold-Brexit-talks-Unite-boss-Len-McCluskey-No10.html,271,766,text/html
https://www.dailymail.co.uk/news/article-2566474/Cartel-boss-El-Chapo-cooking-breakfast-beauty-queen-wife-Mexican-officials-smashed-door-secret-hideout-betrayed.html?ns_mchannel=rss&amp,590,1045,text/html
https://www.dailymail.co.uk/news/article-6695381/The-Waltons-husband-wife-love-screen-worried-things-messy.html?ico=amp-comments-viewall,542,990,text/html
https://www.dailymail.co.uk/news/article-4675124/Ohio-sheriff-wont-let-deputies-carry-Narcan-citing-safety.html,542,1029,text/html
https://www.dailymail.co.uk/news/article-6565131/amp/Mother-22-films-slapping-baby-daughter-feels-lonely.html,267,769,text/html
https://www.dailymail.co.uk/news/article-6436287/Syrian-refugee-stranded-7-months-Malaysia-airport-lands-Canada.html,515,981,text/html
https://www.dailymail.co.uk/news/article-6540109/It-silly-semantic-argument-Kellyanne-Conway-backs-away-border-barrier-promise.html,522,986,text/html
https://www.dailymail.co.uk/news/article-6298035/Harrys-Blues-Royals-uniform.html,511,981,text/html
https://www.dailymail.co.uk/news/article-3495177/amp/US-Rifle-El-Chapo-hideout-tied-gun-smuggle-operation.html,269,765,text/html
https://www.dailymail.co.uk/news/article-6485737/Trump-intervene-Huawei-CFO-Meng-Wanzhous-case-help-secure-China-trade-deal.html,526,983,text/html
https://www.dailymail.co.uk/news/article-6699751/Dog-groomer-caught-CCTV-holding-squirming-pet-scruff-neck.html?amp&ns_mchannel=rss,519,985,text/html
https://www.dailymail.co.uk/news/article-3401525/Mexican-drugs-lord-El-Chapo-testicle-implant-erectile-dysfunction-run-caught-250-prescription-sex-boost-meds.html?ns_mchannel=rss&amp,558,1033,text/html
https://www.dailymail.co.uk/news/article-6434645/Girl-15-pinned-raped-two-Afghan-migrants-Germany.html,508,980,text/html
https://www.dailymail.co.uk/news/article-6683253/amp/Subway-pedophile-Jared-Fogle-living-high-life-prison-ex-reveals.html?ico=amp_articleRelated,276,763,text/html
https://www.dailymail.co.uk/news/article-3431135/Mexican-drug-lord-El-Chapo-captured-60-cent-Australia-s-cocaine-market-shipping-100-MILLION-product-month.html,558,1043,text/html
https://www.dailymail.co.uk/news/article-6702109/Sister-Julia-Louis-Dreyfus-complained-feeling-dizzy-hours-death.html?ico=amp-comments-viewall,533,986,text/html
https://www.dailymail.co.uk/news/article-6680333/amp/Video-shows-21-Savage-young-schoolboy-London-shortly-rapper-moved-Atlanta.html?ico=amp_articleRelated,282,765,text/html
https://www.dailymail.co.uk/news/article-3392607/El-Chapo-s-moll-beautiful-Mexican-actress-Kate-del-Castillo-brokered-deal-Sean-Penn-interview-cartel-boss-ultimately-proved-femme-fatale.html?ns_mchannel=rss&amp,563,1032,text/html
https://www.dailymail.co.uk/news/article-6572269/Court-hears-recording-El-Chapo-telling-underlings-deal-police.html?ns_mchannel=rss&amp,523,986,text/html
https://www.dailymail.co.uk/news/article-6459775/Trumps-Homeland-Secretary-gets-reprieve-border-crackdown-praising-Trump-forceful.html,516,988,text/html
https://www.dailymail.co.uk/news/article-3392761/White-House-says-El-Chapos-boast-Sean-Penn-maddening.html?ns_mchannel=rss&amp,563,1044,text/html
https://www.dailymail.co.uk/news/article-6699751/amp/Dog-groomer-caught-CCTV-holding-squirming-pet-scruff-neck.html,270,764,text/html
https://www.dailymail.co.uk/news/article-6306815/Mystery-Chinas-Macau-representative-fell-death-residential-building.html,510,986,text/html
https://www.dailymail.co.uk/news/article-6315013/Prince-unveils-statue-Fijian-SAS-legend-fought-250-insurgents.html,518,985,text/html
https://www.dailymail.co.uk/news/article-6535611/Michigan-man-charged-murder-20-year-old-shot-crossbow-dead-twin.html?ico=amp-comments-viewall,516,984,text/html
https://www.dailymail.co.uk/news/article-6702109/Sister-Julia-Louis-Dreyfus-complained-feeling-dizzy-hours-death.html?ico=amp-comments-addcomment,533,986,text/html
https://www.dailymail.co.uk/news/article-6540719/Agency-said-inadvertently-posted-advice-employees-ask-rent-cuts-exchange-chores.html,527,990,text/html
https://www.dailymail.co.uk/news/article-6698303/Transgender-man-pregnant-IVF-battles-child-declared-motherless.html?ico=amp-comments-viewall,507,981,text/html
https://www.dailymail.co.uk/news/article-3395491/Penn-couldn-t-mouth-shut-El-Chapo-Half-Hollywood-overheard-actor-s-Beverly-Hills-Hotel-meeting-deal-fallout-secret-meeting-drug-lord.html?ns_mchannel=rss&amp,561,1036,text/html
https://www.dailymail.co.uk/news/article-2566127/Betrayal-forced-Guzman-flee-lavish-compound-seven-homes-secret-tunnels-grubby-seaside-condo-caught.html?ns_mchannel=rss&amp,569,1040,text/html
https://www.dailymail.co.uk/news/article-3457917/Taylor-Swift-donates-250-000-Kesha-support-Tik-Tok-singer-fights-contract-producer-Dr-Luke-allegedly-raped-her.html,560,1042,text/html
https://www.dailymail.co.uk/news/article-5726393/amp/El-Chapos-mom-speaks-upbringing-mud-hut.html,264,766,text/html
https://www.dailymail.co.uk/news/article-6534383/amp/Heartbreaking-photo-shows-slain-cop-smiling-family-Christmas.html?ico=amp_articleRelated,280,764,text/html
https://www.dailymail.co.uk/news/article-4023782/Shock-Dallas-man-briefly-steps-outside-apartment-stunned-thief-inside-stealing-1-000-worth-electronics.html,541,1029,text/html
https://www.dailymail.co.uk/news/article-6331331/Meghan-Markle-Prince-Harry-arrive-Auckland-tour-native-bushland.html,249,257,text/html
https://www.dailymail.co.uk/news/article-6334219/China-releases-dramatic-propaganda-video-powerful-drone-bomber.html,517,986,text/html
https://www.dailymail.co.uk/news/article-6699729/Businessman-hugs-girlfriend-outside-court-despite-killing-throwing-20ft-wall.html,517,982,text/html
https://www.dailymail.co.uk/news/article-3276427/Escaped-cartel-kingpin-El-Chapo-suffering-face-leg-injuries-showdown-Mexican-marines-week.html?ns_mchannel=rss&amp,555,1032,text/html
https://www.dailymail.co.uk/news/article-6459635/Video-shows-children-dropped-border-wall-Arizona-Mexico-suspected-smuggler.html,522,985,text/html
https://www.dailymail.co.uk/news/article-6535611/Michigan-man-charged-murder-20-year-old-shot-crossbow-dead-twin.html?ico=amp-comments-addcomment,516,984,text/html
https://www.dailymail.co.uk/news/article-6540573/Put-shut-Bob-Giuliani-challenges-Robert-Mueller-hand-Russia-probe.html,518,987,text/html
https://www.dailymail.co.uk/news/article-5715341/Killers-Mexican-students-dissolved-12-victims-acid.html,511,977,text/html
https://www.dailymail.co.uk/news/article-3457874/Uber-passenger-jumped-car-crazed-driver-sped-medians-lawn-killing-six-people.html,613,1077,text/html
https://www.dailymail.co.uk/news/article-3318778/El-Chapo-s-wife-Emma-Coronel-Aispuro-Guzm-n-files-lawsuits-Mexican-federal-court.html?ns_mchannel=rss&amp,552,1033,text/html
https://www.dailymail.co.uk/news/article-3439160/amp/Mexican-drug-lord-El-Chapo-plead-guilty-United-States-prosecutors-agree-spare-brutal-conditions-maximum-security-prison.html,266,765,text/html
https://www.dailymail.co.uk/news/article-3400519/Sean-Penn-sits-Charlie-Rose-break-silence-bizarre-jungle-rendez-vous-Mexican-drug-lord-El-Chapo.html?ns_mchannel=rss&amp,567,1041,text/html
https://www.dailymail.co.uk/news/article-6540327/China-offers-work-U-S-storms-Trump-says-big-progress-made.html,524,981,text/html
https://www.dailymail.co.uk/news/article-6463519/amp/Migrant-teen-gives-birth-baby-boy-U-S-hospital-climbing-border-wall-Tijuana.html,273,765,text/html
https://www.dailymail.co.uk/news/article-3469969/amp/El-Chapo-s-wife-says-ill-health-getting-worse-interrupted-sleep-hourly-head-counts-extreme-new-jail-measures-prevent-escape.html,273,767,text/html
https://www.dailymail.co.uk/news/article-3394877/Pictured-Inside-squalid-tunnel-El-Chapo-spent-hours-holed-forced-emerge-began-flood.html?ns_mchannel=rss&amp,316,292,text/html
https://www.dailymail.co.uk/news/article-6317933/Meghan-Markle-wears-striped-designer-dress-Prince-Harry-meet-Tongan-prime-minister.html,239,249,text/html
https://www.dailymail.co.uk/news/article-4179798/amp/Former-special-agent-writing-El-Chapo.html,263,765,text/html
https://www.dailymail.co.uk/news/article-6546151/Taiwan-reunification-China-inevitable-Xi.html,516,974,text/html
https://www.dailymail.co.uk/news/article-6540241/Trump-seeks-rebrand-government-closure-SchumerShutdown-enters-day-nine.html,528,989,text/html
https://www.dailymail.co.uk/news/article-6648857/amp/Schoolgirl-13-hanged-fleeing-home-lively-lessons.html?ico=amp_articleRelated,277,764,text/html
https://www.dailymail.co.uk/news/article-2566470/Capture-El-Chapo-Guzman-wont-stop-29-billion-worth-drugs-coming-US-year-warn-experts.html?ns_mchannel=rss&amp,555,1037,text/html
https://www.dailymail.co.uk/news/article-4406326/Mans-body-seen-tossed-plane-roof-Mexican-hospital.html?ns_mchannel=rss&amp,544,1030,text/html
https://www.dailymail.co.uk/news/article-5063699/amp/El-Chapo-granted-psyche-evaluation.html,279,764,text/html
https://www.dailymail.co.uk/news/article-6691675/Armed-thieves-enter-Playa-del-Carmen-hotel-force-staff-hand-1-658-million-Mexican-pesos.html,512,979,text/html
https://www.dailymail.co.uk/news/article-6386451/Prince-Charles-marks-70th-birthday-milestone-family-photograph.html,184,206,text/html
https://www.dailymail.co.uk/news/article-6532145/Worlds-set-twin-pandas-born-captive-mother-wild-father-names.html,525,993,text/html
https://www.dailymail.co.uk/news/article-4176772/Mother-graduate-killed-begs-speedy-trial.html,544,1026,text/html
https://www.dailymail.co.uk/news/article-3392934/I-grotesque-Marco-Rubio-mocks-Sean-Penn-fawning-El-Chapo-10-000-word-article-jungle-rendez-vous-led-drug-lord-s-capture.html?ns_mchannel=rss&amp,548,1035,text/html
https://www.dailymail.co.uk/news/article-6342247/Now-THATS-fortune-cat-Cute-feline-helps-restaurant-owner-earn-tips-outside-shop-day.html,513,985,text/html
https://www.dailymail.co.uk/news/article-6533749/amp/Mother-Kelsey-Berreth-comes-face-face-daughters-killer-fiance-Patrick-Frazee.html?ico=amp_articleRelated,285,766,text/html
https://www.dailymail.co.uk/news/article-6438149/amp/Teenager-accused-water-board-attack-Britain-supporter.html,287,764,text/html
https://www.dailymail.co.uk/news/article-6431361/Why-Harrys-new-home-really-heart-is.html,529,986,text/html
https://www.dailymail.co.uk/news/article-6692325/amp/Venus-Williams-shells-10m-resort-style-property-Jupiter-Island-Florida.html,284,765,text/html
https://www.dailymail.co.uk/news/article-5677687/Scotland-imposes-minimum-alcohol-prices-sparking-warnings-English-booze-cruise.html,541,990,text/html
https://www.dailymail.co.uk/news/article-3307577/Get-Shorty-Argentina-alert-escaped-Mexico-drug-lord-Guzman.html?ns_mchannel=rss&amp,548,1023,text/html
https://www.dailymail.co.uk/news/article-6631783/amp/Olympic-gymnast-Beth-Tweddle-33-sues-makers-Chanel-4-Jump.html?ico=amp_articleRelated,276,764,text/html
https://www.dailymail.co.uk/news/article-6540375/Trump-immoral-doesnt-tell-truth-former-U-S-Commander-Stanley-McChrystal-charges.html,518,985,text/html
https://www.dailymail.co.uk/news/article-3226232/Narcos-Instagram-war-guns-girls-big-cats-big-piles-cash-El-Chapo-s-sons-spark-social-media-battles-Mexican-cartel-members-showing-sickening-wealth.html?ns_mchannel=rss&amp,270,276,text/html
https://www.dailymail.co.uk/news/article-6331721/Powerful-earthquake-shakes-New-Zealand-Prince-Harry-Meghan-Markles-royal-visit.html,525,987,text/html
https://www.dailymail.co.uk/news/article-6702767/Army-private-26-quizzed-chiefs-hundreds-X-rated-photos-appeared-online.html?amp&ns_mchannel=rss,513,985,text/html
https://www.dailymail.co.uk/news/article-6431269/amp/Were-not-tear-gassing-children-says-Trump-outrage-border-migrant-response.html,352,770,text/html
https://www.dailymail.co.uk/news/article-4750492/Son-Mexican-cartel-member-documented-Instagram.html,551,1045,text/html
https://www.dailymail.co.uk/news/article-6569531/Man-cerebral-palsy-lifts-dozen-bricks-TEETH-support-impoverished-family.html,517,986,text/html
https://www.dailymail.co.uk/news/article-6301505/Meghan-Harry-spotted-boarding-flight-Fraser-Island-whirlwind-Australian-tour-continues.html,244,226,text/html
https://www.dailymail.co.uk/news/article-3161771/El-Chapo-caught-CCTV-walking-forth-cell-just-minutes-disappearing-opening-shower-begin-elaborate-escape.html?ns_mchannel=rss&amp,319,282,text/html
https://www.dailymail.co.uk/news/article-6533447/Kevin-Spacey-court-docs-sexual-assault-teen-Nantucket-bar.html,527,982,text/html
https://www.dailymail.co.uk/news/article-6694873/amp/Three-bedroom-bungalow-Jeff-Bezos-founded-Amazon-hits-market-nearly-1-5-million.html?ico=amp_articleRelated,280,767,text/html
https://www.dailymail.co.uk/news/article-3391702/All-drug-money-hasn-t-got-clean-vest-World-reacts-El-Chapo-s-undignified-recapture-filthy-wife-beater-gets-compared-Kanye-s-Yeezy-top.html?ns_mchannel=rss&amp,545,1032,text/html
https://www.dailymail.co.uk/news/article-6698303/Transgender-man-pregnant-IVF-battles-child-declared-motherless.html?ico=amp-comments-addcomment,507,980,text/html
https://www.dailymail.co.uk/news/article-6540747/amp/Obamas-wall-home-Trump-uses-former-couple-argue-border-barrier.html,289,770,text/html
https://www.dailymail.co.uk/news/article-5994329/Pregnant-driver-38-caught-three-times-alcohol-limit-avoids-jail.html,508,978,text/html
https://www.dailymail.co.uk/news/article-3161694/Ex-DEA-boss-told-El-Chapo-escape-unless-moved-U-S.html?ns_mchannel=rss&amp,607,1068,text/html
https://www.dailymail.co.uk/news/article-4755394/amp/Ruthless-hitman-reveals-workings-notorious-cartel.html,268,766,text/html
https://www.dailymail.co.uk/news/article-6554127/Chinas-population-SHRINKS-time-70-years-country-faces-demographic-crisis.html,513,979,text/html
https://www.dailymail.co.uk/news/article-6555699/amp/Trump-appears-White-House-press-briefing-room-push-border-wall.html,274,766,text/html
https://www.dailymail.co.uk/news/article-6680197/El-Chapos-lawyers-tweet-photo-gun-shaped-bottle-tequila-anticipation-end-trial.html,523,982,text/html
https://www.dailymail.co.uk/news/article-3168750/The-Rich-Kids-Cartel-Mexico-drugs-lord-El-Chapo-s-blinged-children-fabulous-wealth-flash-cars-guns-Paris-Hilton-selfies-pet-lions.html?ns_mchannel=rss&amp,564,1040,text/html
https://www.dailymail.co.uk/news/article-5014853/amp/El-Chapo-producer-Sean-Penn-harmed-fault.html,269,768,text/html
https://www.dailymail.co.uk/news/article-6612201/amp/Rows-Brexit-ended-1-6million-relationships-UK-EU-referendum-2016.html,264,764,text/html
https://www.dailymail.co.uk/news/article-6435861/amp/Sickening-moment-thug-bullies-waterboard-teenage-refugee-student.html,301,763,text/html
https://www.dailymail.co.uk/news/article-3401649/El-Chapo-erectile-dysfunction-received-testicular-implant-run-exchanging-steamy-texts-Mexican-soap-star-Kate-del-Castillo.html?ns_mchannel=rss&amp,557,1037,text/html
https://www.dailymail.co.uk/news/article-3456085/Beauty-queen-wife-El-Chapo-says-fears-husband-s-life-jail-punished-prison-guards.html,552,1030,text/html
https://www.dailymail.co.uk/news/article-6608185/amp/Duchess-heads-restaurant-new-deputy-press-secretary.html?ico=amp_articleRelated,271,766,text/html
https://www.dailymail.co.uk/news/article-3406054/Welcome-bars-picture-El-Chapo-maximum-security-prison-guarded-dogs-escaping-six-months-ago.html?ns_mchannel=rss&amp,581,1045,text/html
https://www.dailymail.co.uk/news/article-6608795/RICHARD-KAY-Prince-Philip-Queen-live-separate.html?ico=amp-comments-viewall,522,979,text/html
https://www.dailymail.co.uk/news/article-6486587/China-says-no-information-detained-ex-Canadian-diplomat.html,519,989,text/html
https://www.dailymail.co.uk/news/article-4023902/Shots-fired-cops-Los-Angeles.html,539,1028,text/html
https://www.dailymail.co.uk/news/article-4179700/Photo-Jewish-Muslim-child-united-against-Trump.html,541,1026,text/html
https://www.dailymail.co.uk/news/article-3167514/Prison-mate-El-Chapo-reveals-guards-referred-Lord-treated-drug-kingpin-great-respect.html?ns_mchannel=rss&amp,562,1034,text/html
https://www.dailymail.co.uk/news/article-6700025/Boy-15-nearly-blinded-school-bully-smashes-glasses-face.html?ico=amp-comments-viewall,513,985,text/html
https://www.dailymail.co.uk/news/article-5048159/El-Chapo-insane-jail-needs-shrink-say-lawyers.html?ns_mchannel=rss&amp,558,1033,text/html
https://www.dailymail.co.uk/news/article-6611049/amp/Police-defiant-Prince-Philip-official-warning-caught-driving-without-seatbelt.html?ico=amp_articleRelated,286,764,text/html
https://www.dailymail.co.uk/news/article-6608795/RICHARD-KAY-Prince-Philip-Queen-live-separate.html?ico=amp-comments-addcomment,523,980,text/html
https://www.dailymail.co.uk/news/article-4465744/Former-Marine-Canadian-girlfriend-dead-Belize.html,539,1028,text/html
https://www.dailymail.co.uk/news/article-3390830/World-s-wanted-druglord-El-Chapo-recaptured-says-Mexican-president.html,279,265,text/html
https://www.dailymail.co.uk/news/article-6698669/Ted-Cruz-ups-campaign-make-El-Chapo-finance-Trumps-border-wall.html?ns_mchannel=rss&amp,553,1000,text/html
https://www.dailymail.co.uk/news/article-6614905/amp/MPs-not-vote-Mays-new-Brexit-plan-MONTH.html,270,765,text/html
https://www.dailymail.co.uk/news/article-4140660/amp/Sean-Penn-wines-dines-El-Chapo-extradited-US.html,295,771,text/html
https://www.dailymail.co.uk/news/article-6700025/Boy-15-nearly-blinded-school-bully-smashes-glasses-face.html?ico=amp-comments-addcomment,514,986,text/html
https://www.dailymail.co.uk/news/article-6532909/Chris-Brown-facing-criminal-charges-purchasing-daughter-exotic-monkey-Christmas.html,516,981,text/html
https://www.dailymail.co.uk/news/article-6696291/Jury-reaches-verdict-El-Chapo-drug-trafficking-trial.html?ns_mchannel=rss&amp,579,999,text/html
https://www.dailymail.co.uk/news/article-6703733/David-Starkey-praises-Meghan-Markle-brands-Prince-Harrys-ex-girlfriends-Eurotrash-Hever-Castle.html?ico=amp-comments-addcomment,526,990,text/html
https://www.dailymail.co.uk/news/article-6683059/National-Enquirer-DEFENDS-emails-threatening-publish-nude-photos-Jeff-Bezos-Lauren-Sanchez.html,574,989,text/html
https://www.dailymail.co.uk/news/article-6436685/Probe-Rice-professor-helped-create-gene-edited-BABIES.html,546,985,text/html
https://www.dailymail.co.uk/news/article-6612233/amp/The-Queen-braves-cold-arrives-church.html,280,764,text/html
https://www.dailymail.co.uk/news/article-3392668/Is-Sean-Penn-CIA-spy-Conspiracy-theorists-claim-actor-s-interview-El-Chapo-elaborate-government-plot-capture-fugitive-drug-lord.html?ns_mchannel=rss&amp,588,1058,text/html
https://www.dailymail.co.uk/news/article-6695875/amp/Vegetarian-couple-Christoph-Sylvia-Hons-accused-stalking-meat-eating-London-neighbours.html?ico=amp_articleRelated,270,764,text/html
https://www.dailymail.co.uk/news/article-6694761/ISIS-executioner-murdered-prisoner-beheading-video-killed-tank-blast.html,516,982,text/html
https://www.dailymail.co.uk/news/article-3393066/Mexicans-hit-Sean-Penn-vulgar-pun-Twitter-cozy-meet-notorious-drug-lord-El-Chapo.html?ns_mchannel=rss&amp,560,1038,text/html
https://www.dailymail.co.uk/news/article-3476936/amp/El-Chapo-entered-US-twice-fugitive-report.html,267,761,text/html
https://www.dailymail.co.uk/news/article-4189214/Germans-arming-illegal-guns-grenades.html,542,1029,text/html
https://www.dailymail.co.uk/news/article-3460837/amp/Accused-leader-Mexican-drug-cartel-pleads-guilty-US.html,266,764,text/html
